2, 2, 0.20472718756766448
2, 1, 0.20530702990762517
2, 0.5, 0.20797231588338627
2, 0.1, 0.3590179373808786
2, 0.05, 0.6526554428682558
2, 0.01, 0.9979319328011755
2, 0.005, 0.9953486583222959
3, 2, 0.2040206031050685
3, 1, 0.20411007859708555
3, 0.5, 0.2067671174501776
3, 0.1, 0.3440558819887452
3, 0.05, 0.6179964407615334
3, 0.01, 0.9948193823702178
3, 0.005, 0.9953575143895983
4, 2, 0.2042556385111595
4, 1, 0.20493242440524187
4, 0.5, 0.20674703793374696
4, 0.1, 0.32898459241045575
4, 0.05, 0.5991464423134542
4, 0.01, 0.9948324252594518
4, 0.005, 0.9958337957289636
5, 2, 0.20443374090437735
5, 1, 0.20469516288629044
5, 0.5, 0.2054178237792404
5, 0.1, 0.32126786431741866
5, 0.05, 0.5773390572348698
5, 0.01, 0.9948062617230257
5, 0.005, 0.9948361656360427
6, 2, 0.20344415700365745
6, 1, 0.20449870616701074
6, 0.5, 0.20585404218533965
6, 0.1, 0.3228247910949964
6, 0.05, 0.5816746999526972
6, 0.01, 0.9948769155602001
6, 0.005, 0.9958632965387286
7, 2, 0.20393633022760146
7, 1, 0.20397632392105675
7, 0.5, 0.20503951191285527
7, 0.1, 0.30987451564834156
7, 0.05, 0.5795216282131265
7, 0.01, 0.9943155543449642
7, 0.005, 0.9964118725963502
8, 2, 0.20463938037271384
8, 1, 0.20531084698225324
8, 0.5, 0.20506421138962286
8, 0.1, 0.32045927539515645
8, 0.05, 0.5706558236243837
8, 0.01, 0.9943901949896142
8, 0.005, 0.9942639986472694
9, 2, 0.2042994110167011
9, 1, 0.20344948907320995
9, 0.5, 0.20518959323448074
9, 0.1, 0.31649140965361805
9, 0.05, 0.5692962204136879
9, 0.01, 0.993253670283186
9, 0.005, 0.9943526446426902
10, 2, 0.20376935974509114
10, 1, 0.20552586958662317
10, 0.5, 0.20591020791888762
10, 0.1, 0.320356874500037
10, 0.05, 0.579557821836601
10, 0.01, 0.9938949140311563
10, 0.005, 0.9947659217666303
